MB_X,MB_Y,MF_X,MF_Y,SMF_X,SMF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
-4.0514,-2.1713,-0.45792,-1.1856,-0.18493,-1.729,0.043315,-0.015173,6,0
3.9486,3.8287,-0.45792,-5.1856,-0.18493,-3.729,0.043315,-0.015173,6,0
-3.0514,-3.1713,-0.45792,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,0
2.9486,-1.1713,-0.45792,-2.1856,-0.18493,0.27104,0.043315,-0.015173,6,0
1.9486,-3.1713,-0.45792,1.8144,-2.1849,2.271,0.043315,-0.015173,6,1
1.9486,-3.1713,-6.4579,-0.18558,-6.1849,0.27104,0.043315,-0.015173,6,0
-2.0514,1.8287,2.5421,-5.1856,-2.1849,-1.729,0.043315,-0.015173,6,1
0.94864,-3.1713,0.54208,4.8144,-1.1849,5.271,0.043315,-0.015173,6,0
-0.051355,-3.1713,-0.45792,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,1
-0.051355,-0.17131,0.54208,-0.18558,0.81507,0.27104,0.043315,-0.015173,6,0
-2.0514,-1.1713,-0.45792,4.8144,-2.1849,0.27104,0.043315,-0.015173,6,0
-2.0514,-3.1713,1.5421,4.8144,1.8151,5.271,0.043315,-0.015173,6,0
4.9486,-1.1713,-3.4579,4.8144,-9.1849,0.27104,0.043315,-0.015173,6,1
1.9486,4.8287,-3.4579,-3.1856,-0.18493,-8.729,0.043315,-0.015173,6,0
0.94864,5.8287,0.54208,-0.18558,0.81507,0.27104,0.043315,-0.015173,6,1
0.94864,4.8287,-0.45792,-3.1856,-0.18493,-8.729,0.043315,-0.015173,6,1
4.9486,0.82869,-0.45792,0.81442,-0.18493,1.271,0.043315,-0.015173,6,0
-1.0514,-3.1713,1.5421,7.8144,-0.18493,5.271,0.043315,-0.015173,6,0
-3.0514,3.8287,7.5421,0.81442,4.8151,0.27104,0.043315,-0.015173,6,0
-1.0514,-3.1713,6.5421,1.8144,-1.1849,2.271,0.043315,-0.015173,6,1
-1.0514,3.8287,6.5421,0.81442,-1.1849,0.27104,0.043315,-0.015173,6,1
-1.0514,-0.17131,6.5421,-0.18558,-1.1849,0.27104,0.043315,-0.015173,6,1
-1.0514,-1.1713,6.5421,2.8144,-1.1849,-1.729,0.043315,-0.015173,6,1
-2.0514,-2.1713,7.5421,0.81442,-0.18493,1.271,0.043315,-0.015173,6,0
5.9486,5.8287,-8.4579,-7.1856,-0.18493,-0.72896,0.043315,-0.015173,6,1
-2.0514,-2.1713,0.54208,0.81442,0.81507,1.271,0.043315,-0.015173,6,1
0.94864,5.8287,-3.4579,-9.1856,0.81507,-0.72896,0.043315,-0.015173,6,0
-2.0514,5.8287,-0.45792,-9.1856,-0.18493,-0.72896,0.043315,-0.015173,6,1
5.9486,-2.1713,-8.4579,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,0
-2.0514,-3.1713,8.5421,8.8144,-0.18493,0.27104,0.043315,-0.015173,6,1
-2.0514,-2.1713,8.5421,0.81442,-0.18493,1.271,0.043315,-0.015173,6,1
6.9486,-2.1713,-0.45792,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,1
-4.0514,5.8287,-0.45792,-10.186,-0.18493,0.27104,0.043315,-0.015173,6,1
6.9486,-4.1713,-0.45792,-1.1856,-0.18493,5.271,0.043315,-0.015173,6,0
-5.0514,-4.1713,9.5421,11.814,2.8151,0.27104,0.043315,-0.015173,6,0
-4.0514,4.8287,-1.4579,0.81442,4.8151,1.271,0.043315,-0.015173,6,1
4.9486,-4.1713,-9.4579,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,0
-4.0514,7.8287,-0.45792,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,1
-1.0514,-1.1713,5.5421,-3.1856,-0.18493,-0.72896,0.043315,-0.015173,6,0
0.94864,-4.1713,-5.4579,9.8144,-3.1849,0.27104,0.043315,-0.015173,6,0
1.9486,-4.1713,-0.45792,9.8144,-0.18493,0.27104,0.043315,-0.015173,6,0
-4.0514,3.8287,-1.4579,-3.1856,4.8151,1.271,0.043315,-0.015173,6,1
-4.0514,-4.1713,7.5421,9.8144,-0.18493,0.27104,0.043315,-0.015173,6,1
-4.0514,2.8287,7.5421,-0.18558,-0.18493,0.27104,0.043315,-0.015173,6,1
