MB_X,MB_Y,MF_X,MF_Y,SMF_X,SMF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
-0.11399,-0.39379,0.25942,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,1
-0.11399,-0.39379,0.25942,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,1
-6.114,-6.3938,0.25942,6.286,0.54949,6.5384,-0.019925,0.0054068,1,1
-0.11399,-0.39379,0.25942,-6.714,0.54949,0.53842,-0.019925,0.0054068,1,0
-0.11399,-5.3938,0.25942,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,0
-7.114,-5.3938,0.25942,-0.71404,0.54949,-0.46158,-0.019925,0.0054068,1,1
-5.114,-5.3938,0.25942,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,0
-4.114,-4.3938,-0.74058,0.28596,-0.45051,0.53842,-0.019925,0.0054068,1,0
-7.114,-5.3938,0.25942,1.286,0.54949,1.5384,-0.019925,0.0054068,1,0
-5.114,-5.3938,1.2594,0.28596,5.5495,0.53842,-0.019925,0.0054068,1,0
-5.114,-5.3938,0.25942,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,0
-5.114,-4.3938,0.25942,-0.71404,0.54949,-0.46158,-0.019925,0.0054068,1,1
-0.11399,-4.3938,-3.7406,-0.71404,-3.4505,4.5384,-0.019925,0.0054068,1,1
-5.114,-4.3938,2.2594,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,1
-5.114,-5.3938,1.2594,2.286,1.5495,0.53842,-0.019925,0.0054068,1,0
-5.114,-5.3938,0.25942,2.286,0.54949,0.53842,4.9801,0.0054068,1,1
-5.114,-3.3938,1.2594,-1.714,1.5495,-1.4616,-0.019925,0.0054068,1,1
-3.114,-0.39379,0.25942,-0.71404,0.54949,0.53842,-0.019925,0.0054068,1,1
-1.114,-3.3938,6.2594,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,0
-3.114,-0.39379,-0.74058,-2.714,3.5495,0.53842,-0.019925,0.0054068,1,0
-5.114,-2.3938,1.2594,-0.71404,1.5495,-0.46158,-0.019925,0.0054068,1,1
-2.114,-2.3938,0.25942,-0.71404,0.54949,-0.46158,-0.019925,0.0054068,1,0
-5.114,-1.3938,1.2594,-0.71404,1.5495,-0.46158,-0.019925,0.0054068,1,1
-0.11399,-4.3938,-2.7406,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,0
-4.114,-4.3938,3.2594,0.28596,1.5495,0.53842,-0.019925,0.0054068,1,0
-1.114,-1.3938,1.2594,2.286,0.54949,-1.4616,-0.019925,0.0054068,1,0
-0.11399,4.6062,-3.7406,-8.714,-3.4505,0.53842,-0.019925,0.0054068,1,1
-4.114,-0.39379,0.25942,-3.714,0.54949,-3.4616,-0.019925,0.0054068,1,1
-5.114,-1.3938,3.2594,2.286,1.5495,-1.4616,-0.019925,0.0054068,1,1
-4.114,-4.3938,3.2594,0.28596,4.5495,0.53842,-0.019925,0.0054068,1,0
-4.114,-2.3938,10.259,0.28596,0.54949,1.5384,-0.019925,0.0054068,1,0
-2.114,-2.3938,0.25942,0.28596,1.5495,0.53842,-0.019925,0.0054068,1,0
5.886,-2.3938,-7.7406,0.28596,0.54949,3.5384,-0.019925,0.0054068,1,0
-2.114,-4.3938,0.25942,2.286,-1.4505,2.5384,-0.019925,0.0054068,1,1
-0.11399,-4.3938,-1.7406,4.286,-3.4505,4.5384,-0.019925,0.0054068,1,1
-0.11399,-4.3938,-3.7406,3.286,-3.4505,3.5384,-0.019925,0.0054068,1,1
-1.114,-3.3938,-0.74058,0.28596,-0.45051,0.53842,-0.019925,0.0054068,1,1
-1.114,-1.3938,-0.74058,-0.71404,-0.45051,-0.46158,-0.019925,0.0054068,1,1
-0.11399,-0.39379,-3.7406,-1.714,-3.4505,-1.4616,-0.019925,0.0054068,1,1
-2.114,-2.3938,0.25942,-1.714,0.54949,-1.4616,-0.019925,0.0054068,1,0
-0.11399,-0.39379,0.25942,-3.714,0.54949,-3.4616,-0.019925,0.0054068,1,0
0.88601,-0.39379,-0.74058,-2.714,-0.45051,-3.4616,-0.019925,0.0054068,1,0
-3.114,0.60621,3.2594,0.28596,3.5495,0.53842,-0.019925,0.0054068,1,1
-3.114,-3.3938,0.25942,5.286,0.54949,4.5384,-0.019925,0.0054068,1,1
5.886,-3.3938,-5.7406,0.28596,-7.4505,0.53842,-0.019925,0.0054068,1,0
-2.114,-2.3938,2.2594,-1.714,0.54949,-1.4616,-0.019925,0.0054068,1,0
3.886,-2.3938,0.25942,0.28596,0.54949,0.53842,-0.019925,0.0054068,1,0
-0.11399,1.6062,-3.7406,-4.714,-3.4505,0.53842,-0.019925,0.0054068,1,1
-2.114,-2.3938,-1.7406,0.28596,-1.4505,0.53842,-0.019925,0.0054068,1,1
-0.11399,2.6062,-2.7406,-5.714,-3.4505,-2.4616,-0.019925,0.0054068,1,1
-2.114,-3.3938,-1.7406,6.286,-1.4505,0.53842,-0.019925,0.0054068,1,1
-4.114,-2.3938,1.2594,-1.714,1.5495,-1.4616,-0.019925,0.0054068,1,1
-4.114,-4.3938,1.2594,0.28596,1.5495,0.53842,-0.019925,0.0054068,1,0
-4.114,4.6062,2.2594,0.28596,2.5495,0.53842,-0.019925,0.0054068,1,1
-4.114,-2.3938,2.2594,-0.71404,2.5495,-0.46158,-0.019925,0.0054068,1,1
-0.11399,1.6062,-1.7406,-5.714,-3.4505,1.5384,-0.019925,0.0054068,1,1
-0.11399,-3.3938,-0.74058,7.286,-3.4505,3.5384,-0.019925,0.0054068,1,1
-0.11399,2.6062,-0.74058,0.28596,-3.4505,0.53842,-0.019925,0.0054068,1,1
2.886,2.6062,-3.7406,-4.714,-6.4505,-6.4616,-0.019925,0.0054068,1,1
-4.114,-4.3938,7.2594,8.286,0.54949,2.5384,-0.019925,0.0054068,1,1
-1.114,-4.3938,0.25942,7.286,0.54949,0.53842,-0.019925,0.0054068,1,0
3.886,2.6062,-3.7406,0.28596,-7.4505,0.53842,-0.019925,0.0054068,1,1
